sha256	dest_filename	source_url	license	utc_date
7ae4096e433a6eb1efa73cb52e39b5eb1f674a210625b8b1bf5157d71c93c41a	badges__arrow-up.svg	https://raw.githubusercontent.com/game-icons/icons/master/badges/arrow-up.svg	CC-BY-3.0	2026-05-17
b1dec82235e3dc5c0c1f1385077f9207527b9a285a618b8798075a95e40edebd	badges__arrow-down.svg	https://raw.githubusercontent.com/game-icons/icons/master/badges/arrow-down.svg	CC-BY-3.0	2026-05-17
beb88d002e3f2e3759a41c626ff67f52b9d92d70605a24e8e8d3ea9915208f20	lorc__compass.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/compass.svg	CC-BY-3.0	2026-05-17
841705f04916c86f1de79c7cf6095f63cbc65fc9bc67b1fe7e486f94ffcff973	lorc__tron-arrow.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/tron-arrow.svg	CC-BY-3.0	2026-05-17
f64f1e6d337d5abfc2a5c43b765673db582bba813906743e70693ba5174e915c	lorc__winged-arrow.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/winged-arrow.svg	CC-BY-3.0	2026-05-17
442526a4a77817ae21d51a86663a3a2f1c74e742acb50a6b566b832673df46c2	delapouite__convergence-target.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/convergence-target.svg	CC-BY-3.0	2026-05-17
8e39a29c282b497b06500ac8c965ed46acbc6b577dce747d393dae04cbff93e3	lorc__zig-arrow.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/zig-arrow.svg	CC-BY-3.0	2026-05-17
85fd4ed0833727c4de43069bfcb5d4f075eaf154863e7d2a7f27c614df13ae8a	lorc__broadhead-arrow.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/broadhead-arrow.svg	CC-BY-3.0	2026-05-17
2078718a7b6b77b69a94d1d2528b1a728a27acad30581b8c9249d67c7387f211	sbed__death-skull.svg	https://raw.githubusercontent.com/game-icons/icons/master/sbed/death-skull.svg	CC-BY-3.0	2026-05-17
15342fa3a17f4f8299ba36572077f05c0a8131962b57fbedb2c8b244bd165f77	lorc__triple-skulls.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/triple-skulls.svg	CC-BY-3.0	2026-05-17
ee9b574fc11c6a4e9de5e0a909db39099cdce086ceea1b881e438a231a2eb90d	willdabeast__round-shield.svg	https://raw.githubusercontent.com/game-icons/icons/master/willdabeast/round-shield.svg	CC-BY-3.0	2026-05-17
7908b9040a26a5b58cf4fcf3806af1712883794fb7e2d5eca0d3bffc220c4cce	lorc__tattered-banner.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/tattered-banner.svg	CC-BY-3.0	2026-05-17
c29599d79291503e31c94e93804d2b91f1c704c15615cf6ffc3e654609b5681c	delapouite__knight-banner.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/knight-banner.svg	CC-BY-3.0	2026-05-17
fa2ef10add5ea249576c95ee9f7c509cfc8e48db4d4d5d16991ed49c645e9aea	lorc__eagle-emblem.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/eagle-emblem.svg	CC-BY-3.0	2026-05-17
0d8ccbcc7e8e01b1d71ccf7f3561f11e73eda239dbe98adea829464635cc468d	lorc__laurel-crown.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/laurel-crown.svg	CC-BY-3.0	2026-05-17
79adb133e3bc3a9a38a0db715ecd1cb08d55bc012c70157a7bb9d650fb7cea6e	lorc__cog.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/cog.svg	CC-BY-3.0	2026-05-17
3381f9cbbd289cf759ac92e227417901d15b6f99f18ed3d8f7df74b10a43cb94	lorc__biohazard.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/biohazard.svg	CC-BY-3.0	2026-05-17
0313d1d3b6a4d0ad1cd13ba654192074b02b0eb6a8ad660fdd29fb2768f34b6f	delapouite__radiations.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/radiations.svg	CC-BY-3.0	2026-05-17
04114036cc5035e929a8c1f7a6d68ecdf65e71a1c585ab2a02161b0bacd6d7a2	skoll__nuclear-bomb.svg	https://raw.githubusercontent.com/game-icons/icons/master/skoll/nuclear-bomb.svg	CC-BY-3.0	2026-05-17
5777d80d60ca32b19b2ba7e549c80968365dd92e320552f0686e27d2773ad087	skoll__minefield.svg	https://raw.githubusercontent.com/game-icons/icons/master/skoll/minefield.svg	CC-BY-3.0	2026-05-17
9a993f3cfccf7f4df86aa127d8b28c0993a87795af117dbd3feceedad3b10a71	lorc__spiky-explosion.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/spiky-explosion.svg	CC-BY-3.0	2026-05-17
1fd04bafc3b1b1d0aae7a63fadd22352f36dabf89189ec906dc0c26a882b2a25	badges__fire.svg	https://raw.githubusercontent.com/game-icons/icons/master/badges/fire.svg	CC-BY-3.0	2026-05-17
81f55d6dcd987e29f19f40b43c4a335176795b08ab261ca5509420cd43ef0941	skoll__carpet-bombing.svg	https://raw.githubusercontent.com/game-icons/icons/master/skoll/carpet-bombing.svg	CC-BY-3.0	2026-05-17
32803ba704ec596ead2ebc68a8d76e4e5cb60460a01b45bf5f6122b3b8b583c6	lorc__radioactive.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/radioactive.svg	CC-BY-3.0	2026-05-17
bb1f2e1c1ff76cf2a9a165808e894b963efc40b5c41d39bd0e80e2690c3700f1	lorc__mine-explosion.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/mine-explosion.svg	CC-BY-3.0	2026-05-17
9db950e4d48edfcbb02596c4aefb631ce5e71fbc4c8b1fd7583e2e5b572c8b95	oga_scifi_defense_Tatermand.psd	https://opengameart.org/content/top-down-sci-fi-shooterdefense-pack	CC0	2026-05-17
d8cc8af649a5e21d87a9f30a8a616fe2c0e94e68c80cdfe0df8ca72ec0f208ac	kenney_sokoban.zip	https://opengameart.org/content/sokoban-100-tiles	CC0	2026-05-17
1493982e64131a89e93aa9aadd85a77d1856969969fefa6a7f7a3d99f3201d84	cathelineau__battleship.svg	https://raw.githubusercontent.com/game-icons/icons/master/cathelineau/battleship.svg	CC-BY-3.0	2026-05-17
afa243f9e5483b224ad7a720094c48ed83d7c551d1019eb32013cd55323d3550	cathelineau__carrier.svg	https://raw.githubusercontent.com/game-icons/icons/master/cathelineau/carrier.svg	CC-BY-3.0	2026-05-17
20e3191f899b82f5ffd43cfbed110fc119b6741e5d98f6a48daa96316e28966e	cathelineau__cruiser.svg	https://raw.githubusercontent.com/game-icons/icons/master/cathelineau/cruiser.svg	CC-BY-3.0	2026-05-17
db0a1c2781f28f29bc2368ccbb5cf48148ddc9ebf74306369f3ead8951d288f0	delapouite__cargo-ship.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/cargo-ship.svg	CC-BY-3.0	2026-05-17
bc0f6ab9a58edf84b3896337ba80aefd95cccfeccc06c1b58dc65e072a408687	delapouite__spaceship.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/spaceship.svg	CC-BY-3.0	2026-05-17
711b9ccca9cddafae5533d49e0d983ab62e1d64009d0885aa687f5c5e9ef3d78	delapouite__ufo.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/ufo.svg	CC-BY-3.0	2026-05-17
859496d22d14b5aad04f1b32c1d70ee13a04fcc04d861c942da2e7f33eb33692	delapouite__truck.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/truck.svg	CC-BY-3.0	2026-05-17
de3b3909c4e9f4408bc61a4ebf6137ae761a8147a9669f9b2b7dab0f7c80f3ac	skoll__apc.svg	https://raw.githubusercontent.com/game-icons/icons/master/skoll/apc.svg	CC-BY-3.0	2026-05-17
d2a0d9a7492b9aae1dc0b6f275cc431e463227fe28ffff579309dbe532631d75	skoll__machine-gun.svg	https://raw.githubusercontent.com/game-icons/icons/master/skoll/machine-gun.svg	CC-BY-3.0	2026-05-17
5ddf4e4357381149b43198f801bcaab971c151ec437024de67f2d4b7858c44bb	delapouite__missile-launcher.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/missile-launcher.svg	CC-BY-3.0	2026-05-17
35aaa518c48c5d78fc05495bc983cf434a1baf8cb568e0e933e10d413a0e1518	delapouite__mortar.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/mortar.svg	CC-BY-3.0	2026-05-17
67031d776510759b7e6b1a737c8428df34003f9f1302502a89979b98a370ea0b	delapouite__flamethrower.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/flamethrower.svg	CC-BY-3.0	2026-05-17
023cb254f87fc798aa81afa371c34e2bb387ae9babed6a7beb3f87c85a8bf79e	sbed__turret.svg	https://raw.githubusercontent.com/game-icons/icons/master/sbed/turret.svg	CC-BY-3.0	2026-05-17
3f82f2794373bf3543cbcb8003a64885b2c8f85a9edfff47b8bef4367f2c4754	sbed__blaster.svg	https://raw.githubusercontent.com/game-icons/icons/master/sbed/blaster.svg	CC-BY-3.0	2026-05-17
0885afbee036c7921a33da14ab369d4a93776764efbb89e1d0590a26a40f2c1a	sbed__flamer.svg	https://raw.githubusercontent.com/game-icons/icons/master/sbed/flamer.svg	CC-BY-3.0	2026-05-17
5230cee74d6c4911b0156afd249735c6382caa411edbf1325b9d54b62bddef06	delapouite__defense-satellite.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/defense-satellite.svg	CC-BY-3.0	2026-05-17
81e97237ba2ad6e69aea6e2e38c7906e775f65b780f568313dc5c0ad77e794e7	lorc__satellite.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/satellite.svg	CC-BY-3.0	2026-05-17
b05fb0f6ceda63adefcf930ca10d403946ccf8d400149a5d162ff0b9669577d1	lorc__missile-swarm.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/missile-swarm.svg	CC-BY-3.0	2026-05-17
b03d2591028dcf8c6973fdabddb1af8bfc48ed8fafdc6eab139dcc81a781e5e7	delapouite__rocket-thruster.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/rocket-thruster.svg	CC-BY-3.0	2026-05-17
78a311fbfbe6eee157fe6f01b5715080d719b9582afe7430ae5f7c8c2614b421	sbed__grenade.svg	https://raw.githubusercontent.com/game-icons/icons/master/sbed/grenade.svg	CC-BY-3.0	2026-05-17
c3b1572f19826d95f33779e52f95a62ac80a0ee70304c68035cd7d3e3e014117	delapouite__machine-gun-magazine.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/machine-gun-magazine.svg	CC-BY-3.0	2026-05-17
4ad97e13e7209380d033a467c71a18dd5b7e826bd5ab7d6db1f935c4a34e4607	sbed__ammo-box.svg	https://raw.githubusercontent.com/game-icons/icons/master/sbed/ammo-box.svg	CC-BY-3.0	2026-05-17
c28cbd018b330d917ac2de7b578e6e07f621d084b36b8d9ddb17c39f994aa0a3	delapouite__warehouse.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/warehouse.svg	CC-BY-3.0	2026-05-17
4f99c374c4c6138e0f6022eb7f3a0e0c43d05608401117ef10c8aff6e2fe29f5	delapouite__harbor-dock.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/harbor-dock.svg	CC-BY-3.0	2026-05-17
88bf34bf986b8f2c38275e2735ca0f719cb959e28c5737bb2c2ed15c14acaffd	delapouite__hospital.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/hospital.svg	CC-BY-3.0	2026-05-17
8614d2e1d335b2cb68ba31fc7e0b1bfd7ba7c0acdd214067be3a8087bdbc3e3b	delapouite__nuclear-plant.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/nuclear-plant.svg	CC-BY-3.0	2026-05-17
55d68c5e797423273613136d4bb780ae7a05c2dd858c2a2f6f29c7e8e6718af3	delapouite__refinery.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/refinery.svg	CC-BY-3.0	2026-05-17
2400bb7fe14957e38d0ebd5d9b1bafd57740b835afd2e12168cdd877acf8e351	delapouite__fuel-tank.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/fuel-tank.svg	CC-BY-3.0	2026-05-17
6135ba9ae5cf1e877bd66e65bd5f52e11cc32e2680bde950461c3cdc2735e11d	lorc__castle.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/castle.svg	CC-BY-3.0	2026-05-17
496317493b567edcdf88d8f61b3065a3046c2f805e1b90e1f0825c47a40040d3	delapouite__tower-bridge.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/tower-bridge.svg	CC-BY-3.0	2026-05-17
08640f99230de12b6fee05fbff3fd3cef08e5602ce69915077084596aca51132	lorc__cargo-crane.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/cargo-crane.svg	CC-BY-3.0	2026-05-17
655bf38591bd0b33327e85b70c2fb06cae5391b13a05b4d81e0036afee584bce	delapouite__satellite-communication.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/satellite-communication.svg	CC-BY-3.0	2026-05-17
38b057f8b70285513cdd303cbf32b3e5523e9f3c9a9b31f63b66a701f157139f	lorc__radar-dish.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/radar-dish.svg	CC-BY-3.0	2026-05-17
43815bf3e2fd0dde51e9ad23f90c1cc02d3f6095d1ca23afda780ae994ebf599	lorc__radar-sweep.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/radar-sweep.svg	CC-BY-3.0	2026-05-17
df3dad98b86e60e2e1d5449dfc45022fb147f01befcefca50b3926de9b60bace	delapouite__radar-cross-section.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/radar-cross-section.svg	CC-BY-3.0	2026-05-17
d9e17cb147586d913bbe08567b4411bfa6612359fef7ecb87f4a02ebea83443a	sbed__reactor.svg	https://raw.githubusercontent.com/game-icons/icons/master/sbed/reactor.svg	CC-BY-3.0	2026-05-17
defe0aca6479293c9ba2e686aeef424ce6a22205f200617d40ef3f3f48909b4d	delapouite__valve.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/valve.svg	CC-BY-3.0	2026-05-17
e3400cfe921e42947d85529c358d163f0f813540d746fc88930b57706215547c	lorc__bridge.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/bridge.svg	CC-BY-3.0	2026-05-17
6380dc62c1cd5a7b993cdc06acd6968b904c8ddb87fe6be50a149f7a73bd2e0d	delapouite__all-seeing-eye.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/all-seeing-eye.svg	CC-BY-3.0	2026-05-17
85023d5a908869cc9be1743ac8d99cb87caebeebe08b376184eeb0b6390f2486	lorc__crosshair-arrow.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/crosshair-arrow.svg	CC-BY-3.0	2026-05-17
5d6060b2e5babaec47ed0ff079e0291790aeddf7f2bda41d4592ef86a956aeab	lorc__arrow-scope.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/arrow-scope.svg	CC-BY-3.0	2026-05-17
48e7f68f77a89ae7e57b8f4d519f96e0f539e42277a4be3fe6c6840c8d330bfb	sbed__target-laser.svg	https://raw.githubusercontent.com/game-icons/icons/master/sbed/target-laser.svg	CC-BY-3.0	2026-05-17
db042c3dee6b8e10aff67344b0e59c596372e260456600755e7425461655b470	lorc__targeting.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/targeting.svg	CC-BY-3.0	2026-05-17
c100e97c3796ae3b7bac0ff25529833784964aa5a52fe653de0fcf10404d33d0	lorc__target-arrows.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/target-arrows.svg	CC-BY-3.0	2026-05-17
26e5829c72568cd911c4456038789b563b1ef0be702ff40755e70d327f84fe0a	lorc__target-dummy.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/target-dummy.svg	CC-BY-3.0	2026-05-17
80d181f57c5424e939155eb8966716a4b9901b413f02f6317f96364af7dfb15c	delapouite__target-poster.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/target-poster.svg	CC-BY-3.0	2026-05-17
1c8e990347768c133c3fff148b24dc019f222de95d3620087ef730acff39d183	sbed__spawn-node.svg	https://raw.githubusercontent.com/game-icons/icons/master/sbed/spawn-node.svg	CC-BY-3.0	2026-05-17
be701e6836f017a5da658a8d2554ed65bc31c2e2cb1ab8aed714aba371171a1f	lorc__rally-the-troops.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/rally-the-troops.svg	CC-BY-3.0	2026-05-17
45b1ba55ef44b3e3b58c073709dc65186cdac43285c206873096d2a6eb93de55	lorc__portal.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/portal.svg	CC-BY-3.0	2026-05-17
280d9acf7de0b844c24bdbcd8bc2489e8394c2ae3fc86c492a38d6b74f6e836e	lorc__teleport.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/teleport.svg	CC-BY-3.0	2026-05-17
e03bd20a878c7bdaacc1aee8098e589d62815f2ffb048398d1ea30dd93cff793	delapouite__arrow-cursor.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/arrow-cursor.svg	CC-BY-3.0	2026-05-17
61de82011c36b09d3c926817c4ecbb5e6fb304608343950c5801730930f743bc	delapouite__arrow-wings.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/arrow-wings.svg	CC-BY-3.0	2026-05-17
d4a055a7d5ae990869887026de1999f421df84f5d3f4a7415f86a9e06c008192	lorc__arrow-cluster.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/arrow-cluster.svg	CC-BY-3.0	2026-05-17
a9bcdc871cbdd286cac19fc438c2ea66a3bca522e3e8ed8af6bef2bf51363440	lorc__arrowhead.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/arrowhead.svg	CC-BY-3.0	2026-05-17
